id,question1,question2,is_duplicate
360944,What are some mind-blowing Smartphone tools that exist that most people don't know about?,What are the most useful devices or gadgets you own for your smartphone that maybe other people don't know about?,1
325012,I’ve had bad experiences with Indian ladies. I prefer to marry someone of any other race.Have i become a bit racist? Am I protecting myself from hurt?,I have been in the US for the past three months. I have had bad experiences from fellow Indians than any American. What am I missing here?,0
304990,What are some tips on making it through the job interview process at Civeo?,What are some tips on making it through the job interview process at AT&T?,0
51399,Is there any cure for prematurely grey or white hair in the teens or twenties?,What would you suggest for someone in India going through premature greying of hair in their 20s who is wanting some natural options?,0
93204,"What's the body that governs sports in China, and its (email) contact point?","What's the body that governs sports in Canada, and its (email) contact point?",0
213011,Would Gorilla Super Glue work for bonding cured polymer clay to a metal earring backing?,I'm trying to fix a leaky pipe joint in my kitchen. i need a glue that works metal to metal (not pvc). what should i use?,0
152766,Which real life people best match the characters in Game of Thrones?,What real life person matches very closely to a character from Game of Thrones?,1
197950,Is it scientifically possible to bring someone who's been dead for years (not buried) back to life?,Is it possible to bring dead bodies back to life in some sense with the help of current technologies and science?,1
212278,How can a fresh computer science graduate become a data scientist?,How can I become a data scientist after having a undergrad degree in Computer Science in India?,0
365863,"What hotel in Kolkata would be safe for unmarried couples, without the harassment of police, hotel staff, and moral police?","What hotel in Jhansi would be safe for unmarried couples, without the harassment of police, hotel staff, and moral police?",0
42982,Will you still get messages on Instagram if you mute notifications?,"If I block somebody on Instagram, will he still be able to see any direct messages I send him?",0
198459,Home Improvement: What should one do if a fire alarm's red light is still blinking red after a false alarm reset?,What is a great home fire alarm to get? Also carbon monoxide detector? Ones that are reliable and most safe and easy to install?,0
47541,"How do I respond to her, saying my day was good, I have been very busy at work?","What should I do when my girlfriend is mad at me and I ask her what's wrong and she just responds saying ""Nothing.""?",0
3566,What does it feel like to live in a high-rise building with floor to ceiling windows that go from wall to wall?,Who owns the high rise buildings in newyork? how to invest money into high rise buildings?,0
12842,"What were the major contributions of the political leaders during WW1, and how are the compared to the ones during the Second Congo War?","What were the major contributions of the political leaders during WW1, and how are the compared to the ones during the Second World War?",0
329940,"Don't Indians have any shame while they are incompetent in doing anything, excepts simply coping Western style dysfunctional democracy?",Snakes: Are snakeskin shoes in style? Do they connote anything about their wearer?,0
288889,What is the difference between political philosophy and social philosophy?,What is the difference between political theory and political philosophy?,0
144761,"Does Bank of America limit ATM check deposits to a maximum value per check, regardless of account type?",Why is the banking mobile app reducing the check deposit amount?,0
233382,If you talk louder to a foreigner are they more likely to understand?,What does it feel like to understand a language you don't know how to speak?,0
124127,"I had a short period, not bright but more of a ruby red, a week later I have dark brown bleeding and mild cramps. Could this be implantation?",Is my girlfriend pregnant? We had unprotected sex but I didn't ejaculate inside of her and then a week later she got her normal period.,0
86187,"Which intersections in Kitchener, ON are particularly dangerous? Why? What could be done to improve them?",Which intersections in Atlanta are particularly dangerous? Why? What could be done to improve them?,0
223991,What are some things that you can do easily in Mac but not in Linux?,What are things that you can do in Linux more easily than in Mac?,0
67150,"Is Robert Frost right? ""Take the road less traveled, for it will be worth your while”?",Robert Frost: Will a human Mars mission be remembered as significantly as the Moon landing?,0
369115,Which are the best universities in India to do M.Sc. Statistics in distance?,Which is the best university in India to do M.Sc Statistics in distance?,1
250836,How is the real estate market in Tamil Nadu? When will be the next boom?,When do you think India and specially Pune real estate market will be again in boom?,0
311969,What courses should I do side by side to Engineering that will be useful anytime in future?,What courses should I do side by side to Electronics Engineering that will be useful anytime in future?,0
316781,"Android (operating system): How can I solve ""Unfortunately System UI has stopped"" and ""Unfortunately Gallery has stopped"" messages on a Samsung S4 after I upgraded from Android 4.4.2 to 5.0.1?",How we can upgrade Android 4.4.2 to 5.0 in the Samsung Galaxy Core 2?,0
265938,"Austan Goolsbee: Has Barack Obama improved the United States economy over the past 8 years and if yes, to what degree?",Obama has presided over the American economy for 8 years. Is the American economy booming?,1
246492,How will be the wiring connection of a kill switch for an electric solar car?,What will happen if I take my car through a live electric wire?,0
338816,My 13 year old daughter wants to have either the iPhone 6s in 64GB or iPhone 7 in 32GB. Both of them have the same price. Which one should I get her?,My 13 year old either wants iPhone 6s or 7. Which one should I get her?,1
123778,What are the chances that Barack Obama will again become the president of the United States of America in the election of 2016?,"Has Barack Obama been the greatest president ever for the US? If not, who has been better?",0
31672,Is it possible that a woman can be in love with 2 men at a same time?,Can you be in love with more than one person at the same time? Should you be?,1
152626,Did Christianity transform Rome or did Rome change Christianity?,"Did Rome change Christianity, or did Christianity change Rome?",1
328437,What are some unexpected things first-time visitors to Peru notice?,What are some unexpected things first-time visitors to Australia notice?,0
236577,"How did Hodor grew up with that name, when the incident of holding the door happened in the present?",Why did Hodor start Hodoring before the act of holding the door? What happens to young Hodor in Bran’s vision when the old one hears “Hold the Door”?,0
211966,What have been people's experiences with Tim Ferriss' 4-Hour Body Slow Carb Diet?,"What is your opinion on ""The 4 Hour Work Week"" by Tim Ferriss?",0
273719,"After completing B.Tech in mechanical engineering, what job secured course should you take?",What is the best field for earning money after completing a B.Tech in mechanical engineering?,1
331994,What happen when cathode rays are passed between two different poles of magnets?,"When unpaired electrons in an atom aligns to create a strong magnetic field, what happens with the north and south poles of the electrons?",0
310479,What should I do when all group members suddenly start making fun of me?,How should I behave when all group members suddenly stops talking with me?,1
347549,Can 3 liter 99% carbon monoxide be fatal in an average sized closed room?,Can 3 liter 99% carbon monoxide be fatal in an average size closed room?,1
338923,"What's the body that governs sports in Germany, and its (email) contact point?","What's the body that governs sports in Canada, and its (email) contact point?",0
64805,Was the Civil War really about slavery? Or was it about taxes on private property?,To what extent was the American Civil War fought over the issue of slavery?,0
264273,Why isn't India among the great tourist destinations despite her diversity?,"Despite all the history, diversity in culture, architecture, languages etc., why isn't India the top tourist destination in the world?",1
73661,"What were the major effects of the cambodia earthquake, and how do these effects compare to the Andreanof Islands earthquake in 1957?","What were the major effects of the cambodia earthquake, and how do these effects compare to the Banda Sea earthquake in 1938?",1
251166,Are there cases where an exonym was chosen for a people with a political purpose in mind?,"Can you think of a case in past where the people were angry with existing politics and rallied behind a firebrand, and things turned out even worse?",0
281403,How are the activities in the economy classified on the basis of employment conditions?,What activities does the secondary sector of the economy carry out?,0
3376,What could be the blood group of a child if his parents are both B positive?,What is the probability that a baby have AB blood group if his parents has A and B blood group?,0
134954,"Is it likely that if Trump makes it to the Presidential election, some Republicans would vote for the Democratic Party?",Why does the Republican Party hate Trump if Republicans are voting for him?,0
48288,Was Osama Bin Laden really the one responsible for the events of 9/11?,What is the reason truth of 9/11 attack? Was it really done by Osama bin Laden?,1
387583,What is the designation comparison between IBM and Accenture?,I have a job offer from IBM GBS and Accenture (VSP_2017) Which one should I choose?,0
317135,Why isn’t postal life insurance applicable for a private company employee?,How would you know if your relationship is turning sexual rather than emotional?,0
229440,I forgot my Gmail password and I can't answer the Gmail recovery questions. What can I do?,I lost my password with my Gmail account. How do I reset it without the account recovery info?,1
151356,How can I start a fire of 1000+ degrees Celsius in a controlled environment and with limited resources?,Why does an 18 degree Celsius setting in an air conditioner feel a lot colder than an actual 18 degree Celsius weather temperature?,0
383559,"If a war broke out between the wizards of Harry Potter universe and United States military, who would win?","My iPhone 5c's screen have been freezed. any idea what can I do? (it is out of warranty). Also, I've tried to restart it but this doesn't help?",0
94561,What are the best books to learn algorithms and data structures? Are there any good blogs/posts on these? Which books explain these concepts in a simpler way?,What is a good book to learn algorithm analysis and data structures for Ioi for a 15 year old with an ok math background?,0
131926,Is the bank passbook accepted as an address proof for the passport (office address is stated in the bank)?,Can I open a bank account in the USA as an international student? Is my home address the campus?,0
391862,I'm having 2+ years experience as production engineer and 1+ years as quality engineer. How to proceed my career further?,Should I dual boot my Kali Linux? (I may use it to do things I don't want anyone (Microsoft) to know about). Is a VM private?,0
70723,"Https://www.facebook.com/Infobuz...  this is an app for short information ,do people really take info from this app?",What is the difference between PowerBook and MacBook? What are their similarities?,0
44575,"What purpose does oxygen have for the human body, and how does it affect the body?",Why does the human body need oxygen if it already has other energy sources?,0
217572,How does the life of a brahmin girl change after being married to a maratha guy? ,"How did the Brahmins get to the top of the caste hierarchy when they are considered to be one of the weakest castes, physically?",0
160747,How is Trump win going to affect MS admissions in US universities Fall 2017?,How will Trump’s presidency affect international students in the US?,0
298230,What happens if for a couple of days you eat 5000 calories when you're following a rigorous 1500 calorie diet?,If I need 2500 calories to maintain my weight and I eat 3000 calories per day do I get fat?,0
178727,"As a foreigner, what are your experiences while visiting India?",Visiting and Travel in India: What are some good experiences foreigners have had in India?,1
56814,"My name is Mohd Yousuf on all my certificates. However, in my passport and my IELTS, it has Mohammed Yousuf. Will that be a problem if I apply for a Canadian student visa?",My passport has my full name and all my academic documents have only my initial. Is this going to be a problem while applying for US student visa?,0
109010,What have you done so far to engage your interests in engineering?,What have you done so far to engage you interests in engineering?,1
261964,How can discontinuing 500 and 1000 rupee will help to control black money?,"By scrapping the 500 and 1000 rupee notes, how is RBI planning to fight against black money?",1
289438,When I have 5 carry overs in btech how to clear these carry suggstion?,How can I convince myself to carry on when I know deep in my heart that I'm not even close to excellent but everything opposite?,0
313792,Who are some lesser known important historical figures of the Bahamas and what should people know about them?,Who are some lesser known important historical figures of Ethiopia and what should people know about them?,0
1358,"If you mother left you as a child but you stayed with your dad, what's the best way to find her?","What is the best answer to ""if you cant take care of my daughter, then why are you with her?""? Mind you, its coming from a sarcastic mother.",0
394878,"How do Create a Live Search box with drop down list using jquery, java script or css3?",Why do frequent use applications use drop-down menus for yes/no questions in long forms instead of a check-box or radio button?,0
354581,I am not balding that much. Can I use minoxidil? And can I stop it later on?,"After graduating from NIT jamsedpur and having 4 years of work experience in L&T, joining NPCC as assistant engineer (none executive) is right?",0
251244,What will be the impact in the Indian economy of sudden 500 & 1000 rupee notes withdrawal of by the government?,What will be the consequences of 500 and 1000 rupee notes banning?,1
374852,What if we have No restrictions from our parents and do whatever we want to do?,"If we think, our mind actually works and takes decisions the way our parents, teacher, friends, taught/told us. What is originality? Because we can't do something we don't even have slightest idea about.",0
219122,How does the HP OfficeJet 4620 Airprint compare to the HP LaserJet Enterprise M506n?,How does the HP OfficeJet 4620 Airprint compare to the HP LaserJet Pro M402dw?,0
222261,"I have only four hours in a day, how can I prepare physics, chemistry, maths?","How can I get 3 A* in A level (Maths, Chemistry and Physics)?",0
269683,What are your views on India banning 500 and 1000 notes? In what way it will affect Indian economy?,How is banning 500 and 1000 INR going to help Indian economy?,1
313800,What's the difference between Chinese parents and other countries'?,What is the difference between Chinese parents and other countries'?,1
32985,How can we construct a glass tube (torus shaped) such that it reflects light in its center?,"What does translucent black glass do to the light that is hitting it? Mostly reflect, absorb or transmit?",0
180870,"Why does oxygen become negative when it forms less than two bonds, and positive when it forms more than two, but carbon with three bonds can be positive or negative?",Why carbon not form covalent bond with by sharing all four electron with other carbon?,0
295854,"Isn't this contradictory that most of the people selected in UPSC are from UP and Bihar, and these states have the most corrupted government in India?","Even after so many people cracking UPSC from Bihar, why is Bihar still the most crime prone state?",1
105666,What kind of exercise should be done before playing a game of badminton so that there is no pain in the hand after playing?,Why does a player get three or four tennis balls from ball boys and choose two among them for serve?  What is that they look for in selecting the balls to serve?,0
230212,What would be the key reasons for a business to buy a domain with GoDaddy?,The target for my blog is the Indian audience. Should I buy a domain from GoDaddy or BigRock?,0
331357,"What were the major effects of the cambodia earthquake, and how do these effects compare to the Peru earthquake in 1687?","What were the major effects of the cambodia earthquake, and how do these effects compare to the Iquique earthquake in 1877?",1
109021,Are there circumstances ever likely for a PPF to bow in towards the origin?,Under what circumstances would the production possibility curve be bowed in towards the origin?,0
265469,What are some distinctly American values which have weathered through the years?,What can Donald Trump's popularity tell us about American values?,0
26418,What is the difference between an impulse and a reaction turbine?,"In a reaction turbine, what is the difference between a moving blade and fixed blades?",0
328643,What happens if both Hillary Clinton and Donald Trump drop out of the election?,What would happen if Hillary Clinton and Donald Trump both suddenly dropped out right now?,1
17187,If I shot myself in the head with a Desert eagle 50AE what would happends?,Can I survive A 50 AE Desert eagle hit in The head at close range?,1
38747,Is it real that new currency note in India will have GPS chips?,Is the new 2000 Rupee note really implementing NGC (Nano GPS Chip)?,1
338937,"What science topics would make good stage plays, assuming characters, conflict, etc.?",What makes creationism a bad theory? What are the characteristics of a good theory in science?,0
261885,"When Queen Elizabeth dies, how long will it be until the new king appears on British currency?","When the Queen will pass away, what will happen to the coins and the bank notes printed under her name?",0
317921,Where can I download a solution manual for computer organization and design (5th edition)?,Is there compiler design solution manual without downloading?,0
297562,Is it worth selling art prints from India to other countries?,Is a BE degree obtained from another country rather than India worth it?,0
238080,Who are some of the most deserving candidates yet not received Bharat Ratna?,Who are some of the most deserving candidates yet to receive Bharat Ratna?,0
186516,Why is space explained without up and down like its a straight line?,Would a cable going straight down charge a phone faster than a cable going straight up?,0
401832,How come some LGBT people do not realize they are LGBT until after they become adults or even until later in life?,How can we change the miserable life of LGBT people in India?,0
401593,"If you could eat only 3 foods for the rest of your life, what would they be?",If you had to spend the rest of your life eating only 3 food items then what would they be?,1
57304,How do I concentrate on my studies without getting distracted?,How do I study online without getting distracted or sidetracked?,1
152696,Can the use of anabolic steroids cause the user to appear older than they actually are?,What bodybuilder (in your opinion) most clearly shows signs of using anabolic steroids/has an unnatural look?,0
54278,What is the relation between software engineering and computer science?,What is the relationship between computer science and software engineering?,1
57296,Why can't fathers nowadays trust their daughters to make male friends?,Why can't fathers nowadays trust their daughters to make male friends in India?,0
318644,What universities does National Interstate recruit new grads from? What majors are they looking for?,What universities does National Commerce recruit new grads from? What majors are they looking for?,0
219215,"I once activated the Netflix free trial, but I cancelled it after 3 days.If I re-activate it today, will the free trial stay but with only 27 days or?",Will I be charged $99 if I subscribe to free amazon prime trial and order a sweater using prime but cancel prime after sweater is delivered (within 30 days)?,0
305629,Where can I found a leading manufacturer and supplier of ceramic porcelain tiles in Sydney?,Where can I found large collections of ceramic and porcelain wall and floor tiles in Sydney?,1
355612,I have done my diploma in ENT and I've worked for 9 months in a BA/BE centre. What are my career options in the pharma industries?,I have done my diploma in ENT and I've worked for 9 months in a bioavailability/BE centre. What are my career options in the pharma industries?,1
115616,Do employees at G&K Services have a good work-life balance? Does this differ across positions and departments?,Do employees at Carriage Services have a good work-life balance? Does this differ across positions and departments?,0
61140,My boyfriend wants to have anal sex with me; will it hurt or feel good?,What does it feel like to have a man ejaculate inside your anus (without a condom)?,0
263056,Is there any indication that Hillary Clinton will start a major war?,Is the media right about Hillary Clinton starting a major war such as WW3?,1
44876,Where are the ideal places to install security cameras on public and private properties?,I want to install security cameras at home. They should be connected to screens. What do I need?,0
175966,What are the tips and hacks for getting the classes that you want as a freshman at Harding University?,What are the tips and hacks for getting the classes that you want as a freshman at Xavier University?,0
43458,Why has SBI (State Bank of India) removed the 3D-Secure password scheme and replaced it with the OTP (One Time Password) scheme?,Which bank was the first to come up with one time passwords (OTP)?,0
247137,What are the difference between subsidiary and holding company?,Are there any CEO's of holding companies that serve as CEO's of subsidiaries?,0
336177,Which are the best open source projects one should initially start contributing to?,Which open source projects are simple enough for beginners to start working on?,1
310089,What is the net salary of assistant system engineer-trainee in TCS? In the offer letter it is mentioned as Gross Salary and not CTC. Plz help,What is the net salary of assistant system engineer-trainee in TCS? please help,1
320792,Executive Certificate Programme in Digital marketing from IIM KASHIPUR (Talentedge). Is it worth taking this online course?,What is the market value of a digital marketing online programme from the IIM Kashipur?,0
51485,What will be the impact on Indian people if the GST bill gets passed?,What is the benefit for a middleclass people on this GST Bill being passed?,1
80516,What happens when a criminal defendant represents himself and is unwilling to follow court procedures (e.g. with contempt-type behavior)?,Has anyone appeared for Licentiate course of Insurance Institute of India? Is it worth doing?,0
15108,Where can I get largest selection of wedding gowns in Gold Coast?,Where can I get a vast collection of bridal dresses in Gold Coast?,1
317789,"What is difference between secular, nonreligious, agnostic and atheist?","What is the difference between secularist, agnostic and atheist?",0
122606,What scientific tests of the past were highly interesting but would be considered unethical today?,"If someone says they don't want to talk to you and won't respond to you, but you think they are being coerced, how can you verify if that is what they really want, or they are being coerced or not? If they are being coerced, what would you do?",0
111696,Is western practical medicine really just naming things in latin and prescribing any drugs as told by pharma companies?,"Office and Workplace Culture: In a software company, are managers really necessary as their role can be easily performed by any engineer or programmer?",0
302200,How can changing 500 and 1000 rupee notes end the black money in India?,How can discontinuing 500 and 1000 rupee will help to control black money?,1
222551,"If we all evolved from monkeys, then how come monkeys still exist?",If we have evolved form monkeys then why do monkey still exists?,1
394754,Which is a good inpatient drug and alcohol rehab center in Douglas County IL?,Which is a good inpatient drug and alcohol rehab center in Washington County IL?,0
43366,Is it possible to get the location of the fake Facebook account?,Why don't retweets using the new retweet feature get cross-posted to connected Facebook accounts?,0
246169,What do you think of the Government's move of banning old Rs. 500 & Rs. 1000 notes?,What do you think about Modi's new policy on the ban of Rs 500 and Rs 1000 notes?,1
323292,Why has USA and UK not been brought to the International Criminal Court or International Court of Justice for the illegal 2003 invasion of Iraq?,"Why isn't a war crime trial, Nüremberg style, being considered for George W. Bush?",0
263663,How many Ibps clerical attempts are there for general category?,How many questions should a person attempt in the IBPS Po exam to score well?,0
8660,W hat is the temperature in space? How is temperature measured in space?,Is there a difference between a Refrigeration Mechanic vs an HVAC Technician?,0
139923,Could God who is truly all powerful create a rock that he himself could not lift?,If god is all powerful can he make a rock so heavy he cant lift and if he cant lift it is he so powerful?,1
32252,I want to improve my CBSE board percentage. How can I know about these improvement exams? Can I pursue higher studies too?,Which coaching would be best for a one year dropping student who wants to give the CBSE improvement exam too?,0
308608,Would a knife blade that was one atom thick slice things truly effortlessly?,How can I make a sharp knife that is a few atoms thick using broken glass?,0
371856,What is the difference between a centrifugal water pump and a submersible water pump?,"Which is the best Submersible Water pump brand in India, for domestic uses? I have some options as Kirloskar, Usha, Crompton Greaves, Varuna and Teximo.",0
284294,Gate 2019 : which one is better Rabindrababu Ravula Sir's online course or Made easy Kolkata?,Should I drop out of an Ivy League University before senior year?,0
160850,What is the measurements of meth in grams need to see a chart?,Explain why an angle C which is angle between two vectors A and B is not always given by relation    C = sin^-1{|A*B|÷AB}.,0
225572,Am I a psychopath for not feeling sad for a relative's death?,What are some of the best Generative Design software available in 2016?,0
364495,What are the safety precautions on handling shotguns proposed by the NRA in Minnesota?,What are the safety precautions on handling shotguns proposed by the NRA in Mississippi?,1
81443,What are the some necessities for which no devices have been invented yet?,"What are some basic technical devices for the public welfare that have not been used in India yet, and maintain a great potential to be launched in India?",0
244224,IES Mechanical: I was expecting a interview call but unfortunately I didn't get it. How can I start my study again? What should be my strategy?,I am trying to get an off-campus interview at Zoho - I sent several emails to the HR but didn't get any response. What do I do?,0
106273,How long after getting my H1B should I wait before asking my employer to file for a green card?,How long can an H1B-holder (or his/her company) wait to apply for a green card after receiving an H1B?,1
145314,What is the best Python server/client API for game development like Kryonet in Java?,"Which coding language is the best for servers? PHP, Python, Java or Ruby?",0
103577,"In ""Train To Busan"", what exactly did the main character (Fund Manager) do that indirectly caused the outbreak?",Can bad guys create a microbe that causes a zombie outbreak/epidemic?,0
52094,What do you do if you get an asthma attack and you have no inhaler with you?,What can you do if you have an asthma attack and do not have your inhaler?,1
386498,Has any incumbent PM before Narendra Modi ever conducted rallies for state election in India?,Is it appropriate for Narendra Modi to campaign for BJP in state elections even after becoming the PM of India?,1
128556,What is the best legal form for a tech startup in the United States?,"Should a tech startup incorporate as an LLC, a C-Corp, or an S-Corp? If so, why?",0
294850,Is it necessary to have prior experience before starting your own import/export firm?,Is any experience necessary prior to starting your own import/export firm?,1
45160,If vacuum gravitational and dark energy is created without limit as universe expands?,If more vacuum gravitational and dark energy is created as universe expands can infinite of these be created as they appear without limit?,1
228591,What are the major differences between Ender's Game (1985 book) and the film adaptation Ender's Game (2013 movie)?,Why is Orson Scott Card not given any screenwriting credit in Ender's Game (2013 movie)?,0
216875,I got my wisdom teeth extracted I noticed white stuff growing inside my cheek and the extraction site? Is it infection or just scabs?,Can I get on a plane a few days after getting wisdom teeth extracted?,0
139577,Which is a suitable inpatient drug and alcohol rehab center in Edwards County IL?,Which is a good inpatient drug and alcohol rehab center in Alexander County IL?,0
141553,What does the first day of a 5+ year prison sentence feel like?,"The Norwegian mass murderer Anders Breivik received a 21 year prison sentence for the murders of 77 people, what do Quorans think of this sentence and the fact that it was the lengthiest sentence available? ",0
240970,"As a non practicing Muslim, have you become more interested in Islam or even radicalized by reading Anti-Islamic comments and answers on Quora?","As a Muslim, do you support destroying pre-Islamic monuments, such as Buddhist statues in Afghanistan?",0
204454,"What is the difference between procedural programming, structural programming, Imperative Programming and Functional Programming?","What is the difference between Imperative, object-oriented, functional and logic programming?",1
105006,What fields can I enter after completing a B.Tech in mechanical engineering?,What is the best field for earning money after completing a B.Tech in mechanical engineering?,1
370450,Why did Mark Zuckerberg go to a private high school instead of a public one?,"Did Mark Zuckerberg really go to a high school that cost over $32,000 per year?",0
177827,Does Congress party digging their grave slowly as they are opposing everything done by PM Modi like saying Jay Shriram or surgical strikes?,Does Congress party digging their own grave slowly as they opposing everything done by PM Modi like saying Jay Shriram or doing surgical strikes?,1
295842,How did Gods of Egypt get greenlit? What's the backstory of how the movie got made?,How did Gods of Egypt (2016 movie) get greenlit? What's the backstory of how the movie got made?,1
240566,"What does Germany look like, and how does its geography compare to Sweden's?","What does Germany look like, and how does its geography compare to Bulgaria's?",0
125710,"What did Jason derulo mean when he said, ""give me 25 to life,"" in the song It Girl?","What inspired the Jason Mraz song ""I Won't Give Up""? How did he write it?",0
193341,"In WeChat (Android version), when we double tap any message in a conversation, it shows up on a white screen. What's the use of this feature?",Is there any way I can wake my screen in Android using double tap?,0
387248,Do we have any scientific/archeological evidence that events of mahabharata and ramayana are historical?,Is there archeological evidence which supports that Ramayana and Mahabharata actually happened?,1
395408,What universities does Altisource Residential recruit new grads from? What majors are they looking for?,What universities does Altisource Portfolio recruit new grads from? What majors are they looking for?,0
312928,Is being a non-vegetarian bad thing? I am from india brahmin family!,I am a foodie and I crave to eat non veg! I just wanted to stop eating non veg personally but couldn't control.What should I do?,0
180531,What is the one single thing that all tourists should do when they visit Vienna?,What is the one single thing all tourists should do when they visit Chicago?,0
171975,"What is the difference between ""sent"" and ""delivered"" on Facebook Messenger?",Why do messages on Facebook messenger stay sent? Is changing to delivered dependent on the recipient acknowledging them?,0
268353,What are some things new employees should know going into their first day at Collegium Pharmaceutical?,What are some things new employees should know going into their first day at Concert Pharmaceuticals?,0
113804,"If we were once apes, why haven't all apes evolved to being humans?","If humans evolved from primates, can other modern primates evolve into humans in the future?",0
149912,What if the UK found out that King William IV had a son who was kept hidden in order for Queen Victoria to reign and release its ties with Hanover?,Was Queen Victoria truly the next in line to the throne of the UK or was she nominated by her predecessor King William IV?,0
279185,What are some cool wallet gadgets that people don't know about?,What are some mind-blowing technology gadgets that exist that most people don't know about?,0
104603,"Why are Kombanwa and Konnichiwa both spelled (in hiragana) with a ""ha"" on the end and not a ""wa""?",Japanese (language): What are the most useful rules to know for using が (ga) versus は (wa)?,0
354856,"I have this awesome idea for an app, I know for a fact it'd be a hit, but I don't know how to create an app. How do I get started?",In the book “How to be Ferociously Happy” what does Dushka mean by “think of others”?,0
233361,What should a person do if he has taken huge or overdose of expired medicines?,"What should a person do if he's homeless, bankrupt, has no job, has nowhere to go and he's standing on the road alone?",0
367084,Why does my ex like and share my posts on his Facebook but doesn't reply to my texts?,"Why do I feel bad when my friend on Facebook gets likes and appreciation for his success (he kind of markets it), but I am not interested to share any such success of mine on Facebook?",0
21678,I have an idea for a website. What should I do to create it and link it with Adsense.?,What technologies are used nowadays to built cross platform desktop applications?,0
292916,How will the scrapping of Rs 500 and Rs 1000 notes help in reducing black money and corruption?,How can Modi government prevent black money by discontinuing 500 and 1000 notes?,1
263318,Why the youtube channel of PMO India has disabled comments on its videos?,Is it possible transfer a video from one YouTube channel to another?,0
281272,What is the state of art in sentiment analysis and predictions?,What is the current state of art method for sentiment analysis?,0
387824,"I am actively researching illegal activity involving online dating scams where the ""scammer"" poses himself as a member of the US Military.",What is the funniest line a scammer used to try and scams you?,0
390495,What is the difference between an AMD(A10) and Intel processor(i5)?,Which among DDR3 and DDR4 is the best with Intel I5-6200u or AMD A10 8780P Extreme edition. Please go through description ?,0
15554,What was actually there in bottle labeled 'Granny's peach tea' in Batman v Superman Dawn of justice movie?,What is your review of Batman v Superman Comic-Con Trailer (July 2015)?,0
287014,"I've been dieting for 9 months. I'm 5' 7'' and haven't grown since I started my diet. Now that I'm eating again, how long will it take to grow again?",What is the best way to utilize my time now that I have been placed and have about 4-5 months before I start my job? I am an undergraduate student in Computer Science Engineering at one of the IITs.,0
247221,What is the third term of the binomial expansion [math](2x+y)^6[/math]?,What is the fifth term of the binomial expansion [math](a+b)^7[/math]?,0
42159,What could be Narendra Modi's next move after demonetization?,What would be Narendra Modi's next steps to tackle black money after demonetization?,1
246930,"I want to work in cutting-edge technology such as robotics,quantum computer,aerospace, etc.What should I major in?",How should I choose which branch in engineering is the best for me?,0
96319,Should I fit off road silencer (provided by RE) to my Brand new RE classic 350 on delivery itself or keep the stock silencer?,Royal Enfield Motorcycles: Can I fit the OEM made Upsewpt Silencer on purchase of my Classic 350 on delivery itself? Or I should complete Run-Ins on the Stock one and then fit the Upswept Silencer (OEM Made)?,1
124693,How do I solve the questions of a Codeagon internship challenge on HackerEarth?,"How does one solve this HackerEarth Code Golf question, i.e. what is the reasoning behind the sequence?",0
125610,Why did the Indian government demonetize the current 500 and 1000 rupee notes and replace them with new notes?,What do you think of the decision by the Indian Government to demonetize 500 and 1000 rupee notes?,0
136660,How do I check the data used by each user's connection through single router?,"In a data center, are all servers connected to each other? Do they do it with a special router that connects them all? How do they do it?",0
49154,"What are the best restaurants to try when visiting Komaki, Aichi, Japan? What should you try while you're there?","What are the best restaurants to try when visiting Toyohashi, Aichi, Japan? What should you try while you're there?",0
141509,How will black money and corruption be stopped by banning 500 and 1000 notes?,How effective is scrapping 500 and 1000 rupee notes? Will it reduce black money?,1
253934,Which is the best business to do in India with less investment for youth?,What are some creative and innovative business ideas with less investment in India?,1
51943,What exactly are gravitational waves and what are the implications of their discovery? ,What impact does the discovery of gravitational waves have on mankind's future?,1
116326,What companies would hire a systems engineering major as a software developer?,Is it possible to use Amazon SQS for PHP app to emit socket.io messages?,0
121265,What are the strongest majors in terms of job prospects and what are the weakest majors at Buffalo State College?,What are the strongest majors in terms of job prospects and what are the weakest majors at Pensacola State College?,0
83386,Why isn't Greek closely related to other Indo-European languages?,"Why are -is, -as, -us, -es endings more frequent in Greek, Lithuanian and Latvian than other Indo-European languages?",0
267587,Will a master's in Software Engineering degree make it easier to land Lead Engineer and Architect jobs?,"Is it worthwhile to leave my software engineering job at Google to pursue a masters degree, in the hopes of getting a better job at Google?",0
198494,What happens everyday in the ISS (International Space Station)?,What do people do if they are bored at the ISS (International Space Station)?,0
188394,What is Total unbilled debit and Total Unbilled credit in credit card statement?,What is the total outstanding authorization amount in a credit card?,0
320033,Where can I get affordable package in Sydney for floor tiles?,Where can I get affordable shopping experience for floor tiles?,1
54434,Where can I get list of stylish collection of designer floor tiles in Sydney?,Where can I found large collections of ceramic and porcelain wall and floor tiles in Sydney?,1
103294,How do I stop my American Staffy/Kelpie mix from biting my stuff?,How do I stop my American Staffy/Kelpie mix from biting its tail?,0
292979,"There is this cute girl in my neighbourhood who I proposed to a few days ago, but she turned down my proposal saying that she ""did not want to be the girlfriend of an IIT nerd"". Is this a view that many girls in India share?","A girl indirectly proposed me on a day but when I told my love the next day, she took back step. What does she really feel?",0
363348,Harvard College Courses: What is general shopping advice for Tamil classes?,Harvard College Courses: What is general shopping advice for Chinese classes?,0
